chapter, heading, subheading, description
29,2905,290531,ETHYLENE GLYCOL (ETHANEDIOL)
29,2905,290532,"PROPYLENE GLYCOL (PROPANE-1,2-DIOL)"
29,2905,290539,"DIOLS, NESOI"
29,2905,290541,"2-ETHYL-2-(HYDROXYMETHYL)PROPANE-1,3-DIOL"
29,2905,290542,PENTAERYTHRITOL
29,2905,290543,MANNITOL
29,2905,290544,D-GLUCITOL (SORBITOL)
29,2905,290545,GLYCEROL
29,2905,290549,ACYCLIC POLYHYDRIC ALCOHOLS NESOI
29,2905,290551,ETHCHLOROVYNOL (INN)
29,2905,290559,"HALO,SULFO,NITRO OR NITROS DER OF ACYC ALOHL,NESOI"
29,2906,290611,MENTHOL
29,2906,290612,"CYCLOHEXANOL, METHYL AND DIMETHYL CYCLOHEXANOLS"
29,2906,290613,STEROLS AND INOSITOLS
29,2906,290619,"CYCLANIC, ETC ALCOHOLS AND SULFO, ETC DERIV NESOI"
29,2906,290621,BENZYL ALCOHOL
29,2906,290629,AROMATIC ALCOHOLS AND THEIR HALO ETC DER NESOI
29,2907,290711,PHENOL (HYDROXYBENZENE) AND ITS SALTS
29,2907,290712,CRESOLS AND THEIR SALTS
29,2907,290713,"OCTYLPHENOL, NONYLPHENOL INCL ISOMERS AND SALTS"
29,2907,290715,NAPHTHOLS AND THEIR SALTS
29,2907,290719,"MONOPHENOLS, NESOI"
29,2907,290721,RESORCINOL AND ITS SALTS
29,2907,290722,HYDROQUINONE (QUINOL) AND ITS SALTS
29,2907,290723,"BISPHENOL A, DIPHENYLOLPROPANE AND ITS SALTS"
29,2907,290729,"POLYPHENOLS, NESOI"
29,2908,290811,PENTACHLOROPHENOL (ISO)
29,2908,290819,"DERIV. CONT. ONLY HALOGEN SUBSTIT. & SALTS, NESOI"
29,2908,290891,DINOSEB (ISO) AND ITS SALTS
29,2908,290892,"4,6-DINITRO-O-CRESOL AND ITS SALTS"
29,2908,290899,"HALOGN.,SULFON.,NITRAT.,NITROSATD DERIV OF PHENOLS"
29,2909,290911,DIETHYL ETHER
29,2909,290919,ACYCLIC ETHERS (EXCL DIETHYL ETHER) NESOI
29,2909,290920,"CYCLANIC, ETC ETHERS AND THEIR HALO, ETC DERIV"
29,2909,290930,"AROMATIC ETHERS AND THEIR HALO, SULFO ETC DERIV"
29,2909,290941,"2,2'-OXYDIETHANOL (DIETHYLENE GLYCOL, DIGOL)"
29,2909,290943,MONOBUTYL ETHERS OF MONO OR DI-ETHYLENE GLYCOLS
29,2909,290944,MONOALKYLETHERS OF MONO OR DI-ETHYLENE GLYC NESOI
29,2909,290949,ETHER-ALCOHOLS AND THEIR HALO ETC DERIV NESOI
29,2909,290950,ETHER-PHENOLS ETC AND THEIR HALO ETC NESOI
29,2909,290960,"ALCOHOL PEROXIDES, ETHER PEROX, KETONE PEROX ETC"
29,2910,291010,OXIRANE (ETHYLENE OXIDE)
29,2910,291020,METHYLOXIRANE (PROPYLENE OXIDE)
29,2910,291030,"1-CHLORO-2,3-EPOXYPROPANE (EPICHLOROHYDRIN)"
29,2910,291040,"DIELDRIN (ISO, INN)"
29,2910,291050,ENDRIN (ISO)
29,2910,291090,"EPOXIDES, EPOXYALCOHOLS ETC WITH 3-MEMBER RING ETC"
29,2911,291100,ACETALS AND HEMIACETALS WITH OR W/O OTH OXY FUNC
29,2912,291211,METHANAL (FORMALDEHYDE)
29,2912,291212,ETHANAL (ACETALDEHYDE)
29,2912,291219,ACYCLIC ALDEHYDES WITHOUT OTHER OXY FUNC NESOI
29,2912,291221,BENZALDEHYDE
29,2912,291229,CYCLIC ALDEHYDES WITHOUT OTHER OXY FUNC NESOI
29,2912,291241,VANILLIN (4-HYDROXY-3-METHOXYBENZALDEHYDE)
29,2912,291242,ETHYLVANILLIN (3-ETHOXY-4-HYDROXY-BENZALDEHYDE)
29,2912,291249,"ALDEHYDE-ETHERS, ALDEHYDE-PHENOLS ETC NESOI"
29,2912,291250,CYCLIC POLYMERS OF ALDEHYDES
29,2912,291260,PARAFORMALDEHYDE
29,2913,291300,"HALOGENATED, SULFONATED ETC DER OF ALDEHYDE COMPDS"
29,2914,291411,ACETONE (PROPANONE)
29,2914,291412,BUTANONE
29,2914,291413,4-METHYLPENTAN-2-ONE (METHYL ISOBUTYL KETONE)
29,2914,291419,ACYCLIC KETONES WITHOUT OTHER OXYGEN FUNCTN NESOI
29,2914,291422,CYCLOHEXANONE AND METHYLCYCLOHEXANONES
29,2914,291423,IONONES AND METHYLIONONES
29,2914,291429,"CYCLANIC, ETC KETONES WITHOUT OTHER OXY FUNC NESOI"
29,2914,291431,PHENYLACETONE (PHENYLPROPAN-2-ONE)
29,2914,291439,"AROMATIC KETONES WITHOUT OTHER OXYGEN FUNCTN,NESOI"
29,2914,291440,KETONE-ALCOHOLS AND KETONE-ALDEHYDES
29,2914,291450,KETONE-PHENOLS AND KETONES WITH OTHER OXYGEN FUNCT
29,2914,291461,ANTHRAQUINONE
29,2914,291462,COENZYME Q10 (UBIDECARENONE (INN))
29,2914,291469,"QUINONES, NESOI"
29,2914,291471,CHLORDECONE (ISO)
29,2914,291479,"HALGNT/SULFON/NIT/NITROSTD DRIV OF KETNE/QUINO,NES"
29,2915,291511,FORMIC ACID
29,2915,291512,SALTS OF FORMIC ACID
29,2915,291513,ESTERS OF FORMIC ACID
29,2915,291521,ACETIC ACID
29,2915,291524,ACETIC ANHYDRIDE
29,2915,291529,SALTS OF ACETIC ACID NESOI
29,2915,291531,ETHYL ACETATE
29,2915,291532,VINYL ACETATE
29,2915,291533,N-BUTYL ACETATE
29,2915,291536,DINOSEB (ISO) ACETATE
29,2915,291539,"ESTERS OF ACETIC ACID, NESOI"
29,2915,291540,"MONO-, DI- OR TRICHLOROACETIC ACIDS, THEIR DERIV"
29,2915,291550,"PROPIONIC ACID, ITS SALTS AND ESTERS"
29,2915,291560,"BUTYRIC ACID, VALERIC ACID, THEIR SALTS AND ESTERS"
29,2915,291570,"PALMITIC ACID, STEARIC ACID, THEIR SALTS AND ESTRS"
29,2915,291590,SAT ACYCLIC MONOCARBOXY ACIDS AND DERIV NESOI
29,2916,291611,ACRYLIC ACID AND ITS SALTS
29,2916,291612,ESTERS OF ACRYLIC ACID
29,2916,291613,METHACRYLIC ACID AND ITS SALTS
29,2916,291614,ESTERS OF METHACRYLIC ACID
29,2916,291615,"OLEIC, LINOLEIC OR LINOLENIC ACIDS, SALTS & ESTERS"
29,2916,291616,BINAPACRYL
29,2916,291619,UNSAT ACYCLIC MONOCARBOX ACIDS AND DERIV NESOI
29,2916,291620,"CYCLANIC, ETC MONOCARBOXYLIC ACIDS AND THEIR DERIV"
29,2916,291631,"BENZOIC ACID, ITS SALTS AND ESTERS"
29,2916,291632,BENZOYL PEROXIDE AND BENZOYL CHLORIDE
29,2916,291634,"PHENYLACETIC (ALPHA-TOLVIC) ACID, ITS SALTS"
29,2916,291639,AROMATIC MONOCARBOX ACIDS AND DERIV ETC NESOI
29,2917,291711,"OXALIC ACID, ITS SALTS AND ESTERS"
29,2917,291712,"ADIPIC ACID, ITS SALTS AND ESTERS"
29,2917,291713,"AZELAIC ACID, SEBACIC ACID, THEIR SALTS AND ESTERS"
29,2917,291714,MALEIC ANHYDRIDE
29,2917,291719,"ACYCLIC POLYCARBOXYLIC ACIDS, ANHYDRIDES ETC NESOI"
29,2917,291720,"CYCLANIC, ETC POLYCARBOXYLIC ACIDS AND THEIR DERIV"
29,2917,291732,DIOCTYL ORTHOPHTHALATES
29,2917,291733,DINONYL OR DIDECYL ORTHOPHTHALATES
29,2917,291734,ESTERS OF ORTHOPHTHALIC ACID NESOI
29,2917,291735,PHTHALIC ANHYDRIDE
29,2917,291736,TEREPHTHALIC ACID AND ITS SALTS
29,2917,291737,DIMETHYL TEREPHTHALATE
29,2917,291739,"AROMATIC POLYCARBOXYLIC ACIDS, ANHYDRIDE ETC NESOI"
29,2918,291811,"LACTIC ACID, ITS SALTS AND ESTERS"
29,2918,291812,TARTARIC ACID
29,2918,291813,SALTS AND ESTERS OF TARTARIC ACID
29,2918,291814,CITRIC ACID
29,2918,291815,SALTS AND ESTERS OF CITRIC ACID
29,2918,291816,"GLUCONIC ACID, ITS SALTS AND ESTERS"
29,2918,291817,"2,2-DIPHENYL-2-HYDROXYACETIC ACID (BENZILIC ACID)"
29,2918,291818,CHLOROBENZILATE (ISO)
29,2918,291819,CARBOX ACIDS WITH ALCOHOL FUNCT ETC NESOI
29,2918,291821,SALICYLIC ACID AND ITS SALTS
29,2918,291822,"O-ACETYLSALICYLIC ACID (ASPIRIN), SALTS AND ESTERS"
29,2918,291823,ESTERS OF SALICYLIC ACID AND ITS SALTS NESOI
29,2918,291829,CARBOXYLIC ACIDS WITH PHENOL FUNCTION ETC NESOI
29,2918,291830,CARBOXYLIC ACIDS WITH ALDEHYDE OR KETONE FUNC ETC
29,2918,291891,"2,4,5-TRICHLOROPHENOXY-ACETIC ACID, SALTS & ESTERS"
29,2918,291899,"CARBOX. ACID W/ ADD'TL OXY FUNC & ANHYD, HALID ETC"
29,2919,291910,"TRIS (2,3-DIBROMOPROPYL) PHOSPHATE"
29,2919,291990,AROMATIC PHOSPHORIC ESTERS AND THEIR SALTS ETC.
29,2920,292011,PARATHION AND PARATHION-METHYL (METHYL-PARATHION)
29,2920,292019,"THIOPHOSPHORIC ESTERS AND THEIR SALTS; ETC., NESOI"
29,2920,292021,DIMETHYL PHOSPHITE
29,2920,292022,DIETHYL PHOSPHITE
29,2920,292023,TRIMETHYL PHOSPHITE
29,2920,292024,TRIETHYL PHOSPHITE
29,2920,292029,"PHOSPHITE ESTERS AND SALTS;HALO/SUPO/ETC, NESOI"
29,2920,292030,ENDOSULFAN (ISO)
29,2920,292090,"ESTERS OF OTHER INORGANIC ACIDS, ETC NESOI"
29,2921,292111,"METHYLAMINE, DI OR TRIMETHYLAMINE AND THEIR SALTS"
29,2921,292112,"2-(N,N-DIMETHYLAMINO)ETHYL CHLORIDE HYDROCHLORIDE"
29,2921,292113,"2-(N,N-DIETHYLAMINO)ETHYL CHLORIDE HYRDOCHLORIDE"
29,2921,292114,"2-(N,N-DIISOPROPYLAMINO)ETHYL CHLORIDE HYDROCHLORD"
29,2921,292119,"ACYCLIC MONOAMINES, THEIR DERIVATIVES, SALTS NESOI"
29,2921,292121,ETHYLENEDIAMINE AND ITS SALTS
29,2921,292122,HEXAMETHYLENEDIAMINE AND ITS SALTS
29,2921,292129,"ACYCLIC POLYAMINES, THEIR DERIVATIVES, SALTS NESOI"
29,2921,292130,"CYCLANIC, CYCLENIC ETC MONO- OR POLYAMINES ETC"
29,2921,292141,ANILINE (AMINOBENZENE) AND ITS SALTS
29,2921,292142,ANILINE DERIVATIVES AND THEIR SALTS
29,2921,292143,TOLUIDINES (AMINOTOLUENES) AND THEIR DERIVATIVES
29,2921,292144,DIPHENYLAMINE AND ITS DERIVATIVES; SALTS THEREOF
29,2921,292145,"1-NAPHTHYLAMINE (ALPHA-NAPHTHYLAMINE), 2-NAPHTHYLA"
29,2921,292146,"AMFETAMINE, BENZFETAMINE, ETC. AND SALTS THEREOF"
29,2921,292149,AROMATIC MONOAMINES NESOI AND THEIR DERIVATIV
29,2921,292151,"O-, M-, P-PHENYLENEDIAMINE, DIAMINOTOLUENES ETC"
29,2921,292159,AROMATIC POLYAMINES NESOI AND THEIR DERIVATIV
29,2922,292211,MONOETHANOLAMINE AND ITS SALTS
29,2922,292212,DIETHANOLAMINE AND ITS SALTS
29,2922,292214,DEXTROPROPOXYPHENE (INN) AND ITS SALTS
29,2922,292215,TRIETHANOLAMINE
29,2922,292216,DIETHANOLAMMONIUM PERFLUOROOCTANE SULFONATE
29,2922,292217,METHYLDIETHANOLAMINE AND ETHYLDIETHANOLAMINE
29,2922,292218,"2-(N,N-DIISOPROPYLAMINO)ETHANOL"
29,2922,292219,"AMINO-ALCOHOLS, ETHERS ETC., 1 OXYGEN FUNCT NESOI"
29,2922,292221,AMINOHYDROXYNAPHTHALENE SULFONIC ACIDS AND SALTS
29,2922,292229,AMINO-NAPHTHOLS AND OTHER AMINO-PHENOLS NESOI
29,2922,292231,"AMFEPRAMONE, METHADONE & NORMETHADONE & SALTS"
29,2922,292239,"AMINO-ALDEHYDES,AMINO-KETONES&AMINO-QUIN ETC,NESOI"
29,2922,292241,LYSINE AND ITS ESTERS; SALTS THEREOF
29,2922,292242,GLUTAMIC ACID AND ITS SALTS
29,2922,292243,ANTHRANILIC ACID AND ITS SALTS
29,2922,292244,TILITDINE (INN) AND ITS SALTS
29,2922,292249,"AMINO-ACIDS & ESTERS, 1 OXYGEN FUNCTION NESOI"
29,2922,292250,"AMINO-ALCOHOL-PHENOLS, AMINO-ACID-PHENOLS, ETC."
29,2923,292310,CHOLINE AND ITS SALTS
29,2923,292320,LECITHINS AND OTHER PHOSPHOAMINOLIPIDS
29,2923,292330,TETRAETHYLAMMONIUM PERFLUOROOCTANE SULPHONATE
29,2923,292340,DIDECYLDIMETHYLAMMONIUM PERFLUOROOCTANE SULPHONATE
29,2923,292390,QUATERNARY AMMONIUM SALTS AND HYDROXIDES NESOI
29,2924,292411,MEPROBAMATE (INN)
29,2924,292412,"FLUOROACETAMIDE, MONOCROTOPHOS AND PHOSPHAMIDON"
29,2924,292419,"ACYCLIC AMIDES AND THEIR DERIV ETC, NESOI"
29,2924,292421,UREINES AND THEIR DERIVATIVES; SALTS THEREOF
29,2924,292423,2-ACETAMIDOBENZOIC ACID AND ITS SALTS
29,2924,292424,ETHINAMATE (INN)
29,2924,292425,ALACHLOR (ISO)
29,2924,292429,"CYCLIC AMIDES, DERIVATIVES AND SALTS OF, NESOI"
29,2925,292511,SACCHARIN AND ITS SALTS
29,2925,292512,FLUTETHIMIDE (INN)
29,2925,292519,IMIDES AND THEIR DERIVATIVES (EXC SACCHARIN) ETC
29,2925,292521,CHLORDIMEFORM (ISO)
29,2925,292529,"IMIDES AND THEIR DERIVATIVES; SALTS THEREOF, NESOI"
29,2926,292610,ACRYLONITRILE
29,2926,292620,1-CYANOGUANIDINE (DICYANDIAMIDE)
29,2926,292630,FENPROPOREX AND ITS SALTS; METHADONE INTERMEDIATE
29,2926,292640,ALPHA-PHENYLACETOACETONITRILE
29,2926,292690,"NITRILE FUNCTION COMPOUNDS, NESOI"
29,2927,292700,"DIAZO-, AZO-, OR AZOXY-COMPOUNDS"
29,2928,292800,ORGANIC DERIVATIVES OF HYDRAZINE OR HYDROXYLAMINE
29,2929,292910,ISOCYANATES
29,2929,292990,COMPOUNDS NESOI WITH NITROGEN FUNCTION NESOI
29,2930,293020,THIOCARBAMATES AND DITHIOCARBAMATES
29,2930,293030,"THIURAM MONO-, DI- OR TETRASULFIDES"
29,2930,293040,METHIONINE
29,2930,293060,"2-(N,N-DIETHYLAMINO)ETHANETHIOL"
29,2930,293070,BIS(2-HYDROXYETHYL)SULFIDE (THIODIGLYCOL (INN))
29,2930,293080,"ALDICARB, CAPTAFOL AND METHAMIDOPHOS"
29,2930,293090,ORGANO-SULFUR COMPOUNDS NESOI
29,2931,293110,TETRAMETHYL LEAD AND TETRAETHYL LEAD
29,2931,293120,TRIBUTYLTIN COMPOUNDS
29,2931,293131,DIMETHYL METHYLPHOSPHONATE
29,2931,293132,DIMETHYL PROPYLPHOSPHONATE
29,2931,293133,DIETHYL ETHYLPHOSPHONATE
29,2931,293134,SODIUM 3-(TRIHYDROXYSILYL)PROPYL METHYLPHOSPHONATE
29,2931,293135,"2,4,6-TRIPROPYL-1,3,5,2,4,6 TRIOXATRIPHSPHINNE,ETC"
29,2931,293136,METHYL METHYL METHYLPHOSPHONATE
29,2931,293137,METHYLPHOSPHONATE
29,2931,293138,SALT OF METHYLPHOSPHONIC ACID AND UREA
29,2931,293139,"OTHER ORGANO-INORGANIC COMPOUNDS, NESOI"
29,2931,293190,"ORGANO-INORGANIC COMPOUNDS, NESOI"
29,2932,293211,TETRAHYDROFURAN
29,2932,293212,2-FURALDEHYDE (FURFURALDEHYDE)
29,2932,293213,FURFURYL ALCOHOL AND TETRAHYDROFURFURYL ALCOHOL
29,2932,293214,SUCRALOSE
29,2932,293219,CMPDS CONT AN UNFUSED FURAN RING ETC NESOI
29,2932,293220,LACTONES
29,2932,293291,ISOSAFROLE
29,2932,293292,"1-(1,3-BENZODIOXOL-5-YL) PROPAN-2-ONE"
29,2932,293293,PIPERONAL (HELIOTROPIN)
29,2932,293294,"SAFROLE, HETEROCYC CMPDS WITH OXY HETERO-ATOM(S)"
29,2932,293295,TETRAHYDROCANNABINOLS (ALL ISOMERS)
29,2932,293299,"HETEROCYCLIC CMPND,ONLY OXYGEN HETERO-ASTOMS,NESOI"
29,2933,293311,PHENAZONE (ANTIPYRINE) AND ITS DERIVATIVES
29,2933,293319,HETEROCYCLIC COMP WITH UNFUSED PYRAZOLE RING NESOI
29,2933,293321,HYDANTOIN AND ITS DERIVATIVES
29,2933,293329,"HETERCYC CMP, UNFUSED IMIDAZOLE RING ETC NESOI"
29,2933,293331,PYRIDINE AND ITS SALTS
29,2933,293332,PIPERIDINE AND ITS SALTS
29,2933,293333,"ALFENTANIL, ANILERDINE, BEZITRAMIDE, ETC, & SALTS"
29,2933,293339,CMPDS CONT AN UNFUSED PYRIDINE RING ETC NESOI
29,2933,293341,LEVORPHANOL (INN) AND ITS SALTS
29,2933,293349,"HETEROCYCLIC COMP W/ QUINOLINE ETC RING-SYSTEM,NES"
29,2933,293352,MALONYLUREA (BARBITURIC ACID) AND ITS SALTS
29,2933,293353,"ALLOBARBITAL, AMOBARBITAL, BARBITAL BUTALBITAL,ETC"
29,2933,293354,DERIVATIVES OF MALONYLUREA (BARBITURIC ACID)&SALTS
29,2933,293355,LOPRAZOLM/MECLOQUALONE/METHAQUALONE/ZIPEROL&SALTS
29,2933,293359,"COMP WITH PYRIMIDINE OR PIPERAZINE RING, NESOI"
29,2933,293361,MELAMINE
29,2933,293369,CMPDS (EXC MELAMINE) CONT AN UNFUSED TRIAZINE RING
29,2933,293371,6-HEXANELACTAM (EPSILON-CAPROLACTAM)
29,2933,293372,CLOBAZAM (INN) AND METHYPRYLON (INN)
29,2933,293379,LACTAMS (EXCLUDING 6-HEXANELACTAM) NESOI
29,2933,293391,"ALPRAZOLAM,CAMAZEPAM,CLONAZEPAM,ETC.;SALTS THEREOF"
29,2933,293392,AZINPHOS-METHYL (ISO)
29,2933,293399,HETEROCYCLIC COMP W NITROGEN HETERO-ATM ONLY NESOI
29,2934,293410,"HETERCYC CMP, UNFUSED THIAZOLE RING IN THE STRUCT"
29,2934,293420,"HETERCYC CM, BENZOTHIAZOLE RING-SYSTEM ETC"
29,2934,293430,HETEROCYCLIC COMPNDS WITH PHENOTHIAZINE RING-SYSTM
29,2934,293491,"AMINOREX, BROTIZOLAM, CLOTIAZEPAM, ETC. & SALTS"
29,2934,293499,"NUCLEIC ACIDS & SALTS; OTHER HETEROCYCLIC CMP, NES"
29,2935,293510,N-METHYL PERFLUOROOCTANE SULFONAMIDE
29,2935,293520,N-ETHYL PERFLUOROOCTANE SULFONAMIDE
29,2935,293530,N-ETHYL-N-(2-HYDROXYETHYL) PERFLUOROOCTANE SULFONA
29,2935,293540,N-(2-HYDROXYETHYL)-N-METHYL PERFLUOROOCTANE SUFL
29,2935,293550,"OTHER PERFLUOROOCTANE SULFONAMIDES, NESOI"
29,2935,293590,"SULPHONAMIDES, NESOI"
29,2936,293621,VITAMINS A AND THEIR DERIVATIVES UNMIXED
29,2936,293622,VITAMIN B1 (THIAMINE) AND ITS DERIVATIVES UNMIX
29,2936,293623,VITAMIN B2 (RIBOFLAVIN) AND ITS DERIVATIVES UNM
29,2936,293624,D- OR DL-PANTOTHENIC ACID (VITMIN B3 OR B5)AND DER
29,2936,293625,VITAMIN B6 (PYRIDOXINE ETC) AND ITS DERIVATIVES
29,2936,293626,VITAMIN B12 AND ITS DERIVATIVES
29,2936,293627,VITAMIN C (ASCORBIC ACID) AND ITS DERIVATIVES UNM
29,2936,293628,VITAMIN E AND ITS DERIVATIVES UNMIXED
29,2936,293629,"VITAMINS AND THEIR DERIVATIVES, UNMIXED, NESOI"
29,2936,293690,"VITAMINS, INCLD NATURAL CONCENTRATES ETC NESOI"
29,2937,293711,"SOMATOTROPIN, ITS DERIVATIVES & STRUCTUAL ANALOGUE"
29,2937,293712,INSULIN AND ITS SALTS
29,2937,293719,POLYPEPTIDE PROTEIN& GLYCOPROTEIN HORMONES &DERIV
29,2937,293721,"CORTISONE, HYDROCORTISONE, PREDNISONE, ETC"
29,2937,293722,HALOGENATED DERIV OF ADRENAL CORTICAL HORMONES
29,2937,293723,ESTROGENS AND PROGESTINS
29,2937,293729,ADRENAL CORTICAL HORMONES AND DERIV NESOI
29,2937,293750,"PROSTAGLANDINS,THROMBOXANES & LEUKOTRINES & DERIV."
29,2937,293790,"HORMONES, PROSTAGLANDINS, ETC. &DERIV, NESOI"
29,2938,293810,RUTOSIDE (RUTIN) AND ITS DERIVATIVES)
29,2938,293890,"GLYCOSIDES, NATURAL OR SYNTHETIC AND DERIV NESOI"
29,2939,293911,"CONC. OF POPPY STRAW,CODEINE&OTR SPECIF OPIUM ALKO"
29,2939,293919,"ALKALOIDS OF OPIUM & DERIVS, SALTS THEREOF,NESOI"
29,2939,293920,ALKALOIDS OF CINCHONA & DERIVATIVES; SALTS THEREOF
29,2939,293930,CAFFEINE AND ITS SALTS
29,2939,293941,EPHEDRINES AND THEIR SALTS
29,2939,293942,PSEUDOEPHEDRINE AND THEIR SALTS
29,2939,293943,CATHINE (INN) AND ITS SALTS
29,2939,293944,NOREPHEDRINE AND ITS SALTS
29,2939,293949,"EPHEDRINES AND THEIR SALTS, NESOI"
29,2939,293951,FENETYLLINE (INN) AND ITS SALTS
29,2939,293959,"THEOPHYLLINE AND AMINOPHYLLINE &DERIV & SALTS, NES"
29,2939,293961,ERGOMETRINE AND ITS SALTS
29,2939,293962,ERGOTAMINE AND ITS SALTS
29,2939,293963,LYSERGIC ACID AND ITS SALTS
29,2939,293969,"ALKALOIDS OF RYE ERGOT AND THEIR DERIVATIVES,NESOI"
29,2939,293971,"COCAINE,ECGONINE,LEVOMETAMFETAMINE,METAMFTAMNE,ETC"
29,2939,293979,"ALKALOIDS, OF VEGETAL ORIGIN, NESOI"
29,2939,293980,"ALKALOIDS, THEIR SALTS/ETHERS/ESTERS AND DERIV,NES"
29,2940,294000,"SUGARS, CHEM PURE (EXC SUCROSE, LACTOSE, ETC)"
29,2941,294110,PENICILLINS & DERIV W PENICILLANIC ACID ST; SALTS
29,2941,294120,STREPTOMYCINS AND THEIR DERIVATIVES; SALTS THEREOF
29,2941,294130,TETRACYCLINES AND THEIR DERIVATIVES; SALTS THEREOF
29,2941,294140,CHLORAMPHENICOL AND ITS DERIVATIVES; SALTS THEREOF
29,2941,294150,ERYTHROMYCIN AND ITS DERIVATIVES; SALTS THEREOF
29,2941,294190,"ANTIBIOTICS, NESOI"
29,2942,294200,ORGANIC COMPOUNDS NESOI
30,3001,300120,EXTRACTS OF GLANDS OR OTHER ORGS OR SECRETIONS
30,3001,300190,HEPARIN AND ITS SALTS; OTHER HUMAN OR ANIMAL SUBST
30,3002,300211,MALARIA DIAGNOSTIC TEST KITS
30,3002,300212,ANTISERA AND OTHER BLOOD FRACTIONS
30,3002,300213,"IMMUNOLOGICAL PRODUCTS, UNMIXED, NOT IN MSRE DOSES"
30,3002,300214,"IMMUNOLOGICAL PRODUCTS, MIXED, NOT IN MSRED DOSES"
30,3002,300215,"IMMUNOLOGICAL PRODUCTS, IN MEASURED DOESE/RTL SALE"
30,3002,300219,"BLOOD FRACTIONS, NESOI, OBTAINED BY BIOTECH"
30,3002,300220,VACCINES FOR HUMAN MEDICINE
30,3002,300230,VACCINES FOR VETRINARY MEDICINE
30,3002,300290,"HUMAN BLOOD; ANIMAL BLOOD PREP, TOXINS, CULTRS ETC"
30,3003,300310,MEDICAMENTS CONT PENICILLINS OR DERIVATIVES ETC
30,3003,300320,MEDICAMENTS CONTAINING ANTIBIOTICS NESOI ETC
30,3003,300331,"MEDICAMENTS CONTAINING INSULIN, NO ANTIBIOTICS ETC"
30,3003,300339,"MEDICAMENT CONT HORMONES, NO ANTIBIOTICS, NO DOSES"
30,3003,300341,"MEDS CONT EPHEDRINE,SALTS;NOT MEASURED,NO RTL SALE"
30,3003,300342,"MEDS W/ PSEUDOEPHDRINE, NOT MEASURED, NOT FOR SALE"
30,3003,300343,"MEDS W/ NOREPHEDRINE, NOT MEASURED, NOT RETL SALE"
30,3003,300349,"MEDS CONTAINING ALKALODS OR DERIVS, NOT MSRD, NES"
30,3003,300360,MEDS CONT ANTIMALARIAL ACTIVE IN SUBHD NOTE 2
30,3003,300390,"MEDICAMENTS NESOI, NOT IN DOSAGE FORM ETC"
30,3004,300410,"PENICILLINS OR STREPTOMYCINS & DERV, DOSAGE FORM"
30,3004,300420,"ANTIBIOTICS NESOI, IN DOSAGE FORM"
30,3004,300431,"MEDICAMENTS CONT INSULIN, NO ANTIBIOTICS, DOSAGE"
30,3004,300432,MEDICAMENTS CONT CORTEX HORMONES ETC DOSES
30,3004,300439,HORMONES ETC. (NO ANTIBIOTICS CONTAINED) DOSAGE FM
30,3004,300441,"MEDS CONT EPHEDRINE,SALTS,MSRD DOSES,RETAIL SALE"
30,3004,300442,"MEDS CONT PSEUDOEPHDRINE, MSRD DOSE,RETAIL SALE"
30,3004,300443,"MEDS CONT NOREPHEDRINE, MSRD DOSES, RETAIL SALE"
30,3004,300449,"MEDS CONT ALKALOIDS OR DERIV, NESOI, MSR DOSE, RTL"
30,3004,300450,"VITAMINS, NATURAL OR SYNTHETIC, DOSAGE ETC FORM"
30,3004,300460,"MEDS W/ANTIMALARIAL ACTIVE PRIC SUB NOTE 2,RETAIL"
30,3004,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK NESOI"
30,3005,300510,ADHESIVE DRESSINGS AND OTHER ARTCL HAVING ADH LAY
30,3005,300590,"WADDING, GAUZE AND SIMILAR ARTICLES ETC NESOI"
30,3006,300610,"STERILE SURGICAL CATGUT, SIMILAR STERILE MATER ETC"
30,3006,300620,BLOOD-GROUPING REAGENTS
30,3006,300630,OPACIFYING PREPARATIONS FOR X-RAY EXAMINATIONS ETC
30,3006,300640,DENTAL CEMENTS AND OTHER DENTAL FILLINGS ETC
30,3006,300650,FIRST-AID BOXES AND KITS
30,3006,300660,CHEMICAL CONTRACEPTIVE PREPS BASED ON HORMONES ETC
30,3006,300670,"GEL PREPS FOR MEIDCAL USE, LUBRICANT FOR OPS/EXAMS"
30,3006,300691,APPLIANCES IDENTIFIABLE FOR OSTOMY USE
30,3006,300692,WASTE PHARMACEUTICALS
31,3101,310100,"ANIMAL/VEG FERTILIZER, MIXED/NT/CHEMICALLY TREATED"
31,3102,310210,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION"
31,3102,310221,AMMONIUM SULFATE
31,3102,310229,"DOUBLE SALTS & MIXTURES OF AMMONIUM SULFATE, NESOI"
31,3102,310230,"AMMONIUM NITRATE, WHETHER/NOT IN AQUEOUS SOLUTION"
31,3102,310240,MIXTURES OF AMMONIUM NITRATE W/ CALCIUM CARBONATE
31,3102,310250,SODIUM NITRATE
31,3102,310260,DOUBLE SALTS & MIXTURES CALCIUM & AMMONIUM NITRATE
31,3102,310280,MIXTURES OF UREA AND AMMONIUM NITRATE IN SOLUTION
31,3102,310290,"MINERAL/CHEMICAL FERTILIZERS, NITROGENOUS, NESOI"
31,3103,310311,SUPERPHOSPHATES CONT 35% OR MORE P2O5
31,3103,310319,"SUPERPHOSHATES, NESOI"
31,3103,310390,"MINERAL OR CHEMICAL FERTILIZERS, PHOSPHATIC, NESOI"
